,filepath,label,tag
2602,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_096311.png,0,CelebA
5797,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_095112.png,0,CelebA
6933,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_095193.png,0,CelebA
34421,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_067554.png,0,CelebA
36719,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_062889.png,0,CelebA
3244,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_097929.png,0,CelebA
11673,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_087220.png,0,CelebA
5919,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_095945.png,0,CelebA
24012,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_073881.png,0,CelebA
244,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_098722.png,0,CelebA
33378,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_065699.png,0,CelebA
33340,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_065322.png,0,CelebA
27300,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_071639.png,0,CelebA
19772,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_079438.png,0,CelebA
1510,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_098507.png,0,CelebA
22181,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_078509.png,0,CelebA
9425,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_089150.png,0,CelebA
2515,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_097159.png,0,CelebA
48704,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_050873.png,0,CelebA
31301,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_069115.png,0,CelebA
11889,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_087258.png,0,CelebA
15037,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_085645.png,0,CelebA
22853,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_076987.png,0,CelebA
5662,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_094644.png,0,CelebA
10921,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_091065.png,0,CelebA
42139,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_056265.png,0,CelebA
42629,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_058618.png,0,CelebA
45175,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_052319.png,0,CelebA
24952,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_073440.png,0,CelebA
46525,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_054635.png,0,CelebA
24458,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_074592.png,0,CelebA
2556,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_096470.png,0,CelebA
32393,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_067641.png,0,CelebA
6293,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_091485.png,0,CelebA
42907,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_059930.png,0,CelebA
39615,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_061524.png,0,CelebA
13523,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_087293.png,0,CelebA
37093,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_061167.png,0,CelebA
19979,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_079041.png,0,CelebA
29550,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_068409.png,0,CelebA
30578,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_070605.png,0,CelebA
42478,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_058292.png,0,CelebA
47675,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_052497.png,0,CelebA
44391,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_056841.png,0,CelebA
36182,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_063321.png,0,CelebA
1500,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_099149.png,0,CelebA
44872,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_055511.png,0,CelebA
32420,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_067324.png,0,CelebA
12910,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_088280.png,0,CelebA
43143,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_055686.png,0,CelebA
35411,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_064905.png,0,CelebA
27652,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_072622.png,0,CelebA
36556,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_064919.png,0,CelebA
8408,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_092780.png,0,CelebA
30107,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_070036.png,0,CelebA
41218,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_059712.png,0,CelebA
24721,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_074009.png,0,CelebA
41266,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_059420.png,0,CelebA
10172,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_090345.png,0,CelebA
18334,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_081175.png,0,CelebA
22812,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_076715.png,0,CelebA
14210,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_085317.png,0,CelebA
10398,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_089221.png,0,CelebA
33801,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_066662.png,0,CelebA
5976,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_095102.png,0,CelebA
37289,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_062083.png,0,CelebA
34829,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_066514.png,0,CelebA
11478,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_087917.png,0,CelebA
23620,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_078411.png,0,CelebA
26081,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_072255.png,0,CelebA
2781,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_098233.png,0,CelebA
25735,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_075606.png,0,CelebA
23345,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_077374.png,0,CelebA
27649,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_071550.png,0,CelebA
3632,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_096670.png,0,CelebA
21823,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_079758.png,0,CelebA
10303,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_091043.png,0,CelebA
22491,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_077983.png,0,CelebA
29467,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_070457.png,0,CelebA
21085,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_077144.png,0,CelebA
29239,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_068537.png,0,CelebA
1071,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_096281.png,0,CelebA
7849,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_091685.png,0,CelebA
15114,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_086042.png,0,CelebA
10442,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_089366.png,0,CelebA
24818,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_074068.png,0,CelebA
33430,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_067799.png,0,CelebA
28177,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_071734.png,0,CelebA
48330,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_051173.png,0,CelebA
49876,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_051640.png,0,CelebA
15455,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_084129.png,0,CelebA
16101,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_083192.png,0,CelebA
49848,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_050536.png,0,CelebA
42076,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_055869.png,0,CelebA
24951,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_075297.png,0,CelebA
23523,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_076301.png,0,CelebA
44491,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_056788.png,0,CelebA
49657,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_051512.png,0,CelebA
47274,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_053014.png,0,CelebA
10546,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_090756.png,0,CelebA
6768,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_094107.png,0,CelebA
38125,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_060488.png,0,CelebA
15890,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_084530.png,0,CelebA
15206,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_085160.png,0,CelebA
25526,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_074694.png,0,CelebA
13254,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_085417.png,0,CelebA
4379,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_095414.png,0,CelebA
5629,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_094945.png,0,CelebA
5258,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_095974.png,0,CelebA
10036,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_089450.png,0,CelebA
26834,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_075430.png,0,CelebA
10040,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_089880.png,0,CelebA
9709,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_089767.png,0,CelebA
39212,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_061882.png,0,CelebA
45663,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_056113.png,0,CelebA
36004,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_063031.png,0,CelebA
45902,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_056359.png,0,CelebA
20521,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_079330.png,0,CelebA
20372,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_079543.png,0,CelebA
31945,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_068378.png,0,CelebA
8649,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_091625.png,0,CelebA
10297,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_090100.png,0,CelebA
40106,/content/drive/MyDrive/dataset/CelebA/CelebA1/CelebA_059798.png,0,CelebA
