,filepath,label,tag
0,/content/drive/MyDrive/dataset/styleGAN1/038142.png,1,styleGAN1
1,/content/drive/MyDrive/dataset/styleGAN1/037271.png,1,styleGAN1
2,/content/drive/MyDrive/dataset/styleGAN1/031600.png,1,styleGAN1
3,/content/drive/MyDrive/dataset/styleGAN1/035466.png,1,styleGAN1
4,/content/drive/MyDrive/dataset/styleGAN1/032309.png,1,styleGAN1
5,/content/drive/MyDrive/dataset/styleGAN1/033017.png,1,styleGAN1
6,/content/drive/MyDrive/dataset/styleGAN1/034778.png,1,styleGAN1
7,/content/drive/MyDrive/dataset/styleGAN1/033771.png,1,styleGAN1
8,/content/drive/MyDrive/dataset/styleGAN1/035300.png,1,styleGAN1
9,/content/drive/MyDrive/dataset/styleGAN1/036609.png,1,styleGAN1
10,/content/drive/MyDrive/dataset/styleGAN1/031166.png,1,styleGAN1
11,/content/drive/MyDrive/dataset/styleGAN1/030278.png,1,styleGAN1
12,/content/drive/MyDrive/dataset/styleGAN1/038624.png,1,styleGAN1
13,/content/drive/MyDrive/dataset/styleGAN1/037517.png,1,styleGAN1
14,/content/drive/MyDrive/dataset/styleGAN1/031172.png,1,styleGAN1
15,/content/drive/MyDrive/dataset/styleGAN1/038630.png,1,styleGAN1
16,/content/drive/MyDrive/dataset/styleGAN1/037503.png,1,styleGAN1
17,/content/drive/MyDrive/dataset/styleGAN1/033765.png,1,styleGAN1
18,/content/drive/MyDrive/dataset/styleGAN1/035314.png,1,styleGAN1
19,/content/drive/MyDrive/dataset/styleGAN1/035472.png,1,styleGAN1
20,/content/drive/MyDrive/dataset/styleGAN1/033003.png,1,styleGAN1
21,/content/drive/MyDrive/dataset/styleGAN1/038156.png,1,styleGAN1
22,/content/drive/MyDrive/dataset/styleGAN1/037265.png,1,styleGAN1
23,/content/drive/MyDrive/dataset/styleGAN1/031614.png,1,styleGAN1
24,/content/drive/MyDrive/dataset/styleGAN1/039248.png,1,styleGAN1
25,/content/drive/MyDrive/dataset/styleGAN1/032335.png,1,styleGAN1
26,/content/drive/MyDrive/dataset/styleGAN1/034744.png,1,styleGAN1
27,/content/drive/MyDrive/dataset/styleGAN1/030522.png,1,styleGAN1
28,/content/drive/MyDrive/dataset/styleGAN1/036153.png,1,styleGAN1
29,/content/drive/MyDrive/dataset/styleGAN1/039260.png,1,styleGAN1
30,/content/drive/MyDrive/dataset/styleGAN1/036635.png,1,styleGAN1
31,/content/drive/MyDrive/dataset/styleGAN1/039506.png,1,styleGAN1
32,/content/drive/MyDrive/dataset/styleGAN1/030244.png,1,styleGAN1
33,/content/drive/MyDrive/dataset/styleGAN1/038618.png,1,styleGAN1
34,/content/drive/MyDrive/dataset/styleGAN1/034022.png,1,styleGAN1
35,/content/drive/MyDrive/dataset/styleGAN1/032453.png,1,styleGAN1
36,/content/drive/MyDrive/dataset/styleGAN1/033995.png,1,styleGAN1
37,/content/drive/MyDrive/dataset/styleGAN1/034036.png,1,styleGAN1
38,/content/drive/MyDrive/dataset/styleGAN1/033759.png,1,styleGAN1
39,/content/drive/MyDrive/dataset/styleGAN1/032447.png,1,styleGAN1
40,/content/drive/MyDrive/dataset/styleGAN1/033981.png,1,styleGAN1
41,/content/drive/MyDrive/dataset/styleGAN1/035328.png,1,styleGAN1
42,/content/drive/MyDrive/dataset/styleGAN1/036621.png,1,styleGAN1
43,/content/drive/MyDrive/dataset/styleGAN1/039512.png,1,styleGAN1
44,/content/drive/MyDrive/dataset/styleGAN1/030250.png,1,styleGAN1
45,/content/drive/MyDrive/dataset/styleGAN1/037259.png,1,styleGAN1
46,/content/drive/MyDrive/dataset/styleGAN1/030536.png,1,styleGAN1
47,/content/drive/MyDrive/dataset/styleGAN1/031628.png,1,styleGAN1
48,/content/drive/MyDrive/dataset/styleGAN1/036147.png,1,styleGAN1
